Department,Department Name,Property Id,Property Name,Address 1,City,State/Province,Postal Code,Property Area(ft²),Primary Property Type ,Year Built,Electricity Use (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Total Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
CDCR,California Department of Corrections & Rehabilitation,1264218,DVI-DEUEL VOCATIONAL INSTITUTION,23500 Kasson Road,Tracy,California,95376,885958,Prison/Incarceration,1953,19751315.4,1003780.037,,205799,0%,0,167769499.9,,,"23500 Kasson Road
Tracy, California 95376
(37.744297, -121.338587)"
CHP,California Highway Patrol,1337345,SANTA ANA AREA,2031  E SANTA CLARA AVE,SANTA ANA,California,92705,5609,Office,1960,205897.8,399.0000044,,138.4,0%,0,742423.5,1,,"2031 E SANTA CLARA AVE
SANTA ANA, California 92705
(33.767139, -117.837972)"
CAL TRANS,California Department of Transportation,1387023,BELLFLOWER MAINTENANCE STATION,16629   WOODRUFF AVE,BELLFLOWER,California,90706,5160,Other - Services,1960,40070.6,991.733418,,74.1,0%,0,235894.3,,,"16629 WOODRUFF AVE
BELLFLOWER, California 90706
(33.882703, -118.117321)"
CAL FIRE,California Department of Forestry and Fire Protection,3940028,CNR-SCU Sunshine FS 2014 E P Complete,11851 Marsh Creek Rd.,Clayton,California,94517,,Fire Station,1970,27395.9,,56028,169.1,0%,0,149502.8,,,"11851 Marsh Creek Rd.
Clayton, California 94517
(37.899035, -121.860773)"
DGS,Department of General Services,1138080,753 Fresno Water Resources Building,3374 East Shields Avenue,Fresno,California,93726,35400,Office,1967,575157.8,5531.363421,,1637.7,0%,0,2515575.1,69,,"3374 East Shields Avenue
Fresno, California 93726
(36.779623, -119.768325)"
CCC,California Conservation Corps,3977368,Tahoe Center,1949 Apache Ave,South Lake Tahoe,California,96150,47013,Adult Education,2013,354559.9,4705.99975,,2312.1,0%,0,1680358.5,,Silver,"1949 Apache Ave
South Lake Tahoe, California 96150
(38.856486, -120.011554)"
CAL TRANS,California Department of Transportation,1386859,SAN PEDRO MAINTENANCE STATION,105  S SEASIDE AVE,TERMINAL ISL,California,90731,7460,Other,1960,,,,165,,,,,,"105 S SEASIDE AVE
TERMINAL ISL, California 90731
(33.739399, -118.271469)"
CAL FIRE,California Department of Forestry and Fire Protection,3940211,CSR-TCU West Point FS 2014 E MPP,22670 Highway 26 ,West Point,California,95255,,Fire Station,1966,22628.6,,,83.5,0%,0,,,,"22670 Highway 26
West Point, California 95255
(38.403505, -120.527079)"
CAL TRANS,California Department of Transportation,1386684,UKIAH MAINTENANCE STATION,90 W LAKE/MENDOCINO DR,UKIAH,California,95482,37328,Other,1900,116183.1,3475.81667,,602.3,,0,,,,"90 W LAKE/MENDOCINO DR
UKIAH, California 95482
(39.191155, -123.208628)"
DMV,Department of Motor Vehicles,1207740,CHULA VISTA OFFICE BUILDING,30  N GLOVER AVE,CHULA VISTA,California,91910,13384,Office,1975,2668.8,1011.787735,,627.6,0%,0,110284.9,100,,"30 N GLOVER AVE
CHULA VISTA, California 91910
(32.651497, -117.086048)"
DGS,Department of General Services,11913,901 STOCKTON STATE BUILDING,31 East Channel,STOCKTON,California,95202,62809,Office,1964,645626.8,12197.80686,,1803.9,0%,0,3422659.7,77,,"31 East Channel
STOCKTON, California 95202
(37.95455, -121.291259)"
DMV,Department of Motor Vehicles,1261928,MONTEBELLO OFFICE BUILDING,424 NORTH WILCOX AVENUE,MONTEBELLO,California,90640,12036,Office,1900,,997.9998996,,0,,,,,,"424 NORTH WILCOX AVENUE
MONTEBELLO, California 90640
(34.019454, -118.123263)"
DGS,Department of General Services,11888,602 Elihu Harris Building (Oakland Building),1515 Clay Street,Oakland,California,94612,506380,Office,1998,6900650.9,52795.56323,,7325,0%,0,28824580.1,86,Certified,"1515 Clay Street
Oakland, California 94612
(37.806022, -122.273122)"
DPR,Department of Parks and Recreation,1456125,915 TOPANGA SP,20825 ENTRADA RD,TOPANGA,California,90290,19798,Other,1938,,,,165,,,,,,"20825 ENTRADA RD
TOPANGA, California 90290
(34.091031, -118.589755)"
DPR,Department of Parks and Recreation,3980171,715 BEAN HOLLOW SB,95 KELLY AVENUE,HALF MOON BAY,California,94019,1364,Other - Recreation,1966,,,,165,,,,,,"95 KELLY AVENUE
HALF MOON BAY, California 94019
(37.465065, -122.444417)"
DGS,Department of General Services,1154485,803 SAN DIEGO STATE GARAGE,5878   AUTOPORT MALL,SAN DIEGO,California,92121,10200,Other,1983,,,,165,,,,,,"5878 AUTOPORT MALL
SAN DIEGO, California 92121
(32.877997, -117.184178)"
CAL TRANS,California Department of Transportation,1386568,ONTARIO MAINTENANCE STATION,1165  E PHILADELPHIA ST,ONTARIO,California,91761,8236,Other - Services,1960,17868.2,1057.61451,,654.5,0%,0,166727.7,,,"1165 E PHILADELPHIA ST
ONTARIO, California 91761
(34.033946, -117.630313)"
CAL TRANS,California Department of Transportation,1386957,FLORENCE AVENUE MAINTENANCE STATION,10903   FLORENCE AVE,DOWNEY,California,90241,1588,Other - Services,1981,70579.2,252.843676,,243.1,0%,0,266100.6,,,"10903 FLORENCE AVE
DOWNEY, California 90241
(33.938941, -118.100255)"
CAL TRANS,California Department of Transportation,1386650,CRESCENT CITY MAINTENANCE STATION,711 N HIGHWAY 101,CRESCENT CITY,California,95531,12116,Other,1971,41719.8,,,167.1,0%,0,142348,,,"711 N HIGHWAY 101
CRESCENT CITY, California 95531
(41.757644, -124.196287)"
CMD,California Military Department,3900035,Susanville (State Owned),205 Russell Ave.,Susanville,California,96130,10185,Office,1955,30859.8,8058.999764,,999.4,0%,0,911193.7,,,"205 Russell Ave.
Susanville, California 96130
(40.413659, -120.636236)"
CAL TRANS,California Department of Transportation,1387077,WEST BAY REGION MAINTENANCE STATION,380 FOSTER CITY BLVD,FOSTER CITY,California,94404,14117,Other - Services,1989,82562.7,1899.53125,,316.4,0%,0,471657.2,,,"380 FOSTER CITY BLVD
FOSTER CITY, California 94404
(37.56572, -122.275859)"
HCD,Housing and Community Development,1331078,KING CITY MIGRANT CENTER,440 JAYNE STREET,KING CITY,California,93930,50000,Other,1983,105283.6,8755.633532,,4213.8,0%,0,1234791.2,,,"440 JAYNE STREET
KING CITY, California 93930
(36.21156, -121.119362)"
CAL FIRE,California Department of Forestry and Fire Protection,3940102,CSR-BEU King City FS 2014 E MPP,743 Reich Street,King City,California,93930,,Fire Station,1968,70690.9,,,108.7,0%,0,,,,"743 Reich Street
King City, California 93930
(36.206537, -121.13058)"
CMD,California Military Department,3926689,Pomona (Park) Armory (State Owned) (Asset Managed),600 South Park Ave.,Pomona,California,91766,15121,Office,1933,26775.5,3335.413617,,629.5,0%,0,424899.3,100,,"600 South Park Ave.
Pomona, California 91766
(34.054097, -117.754376)"
CAL TECH,California Department of Technology,1267920,California Department of Technology Gold Camp Campus,3101 Gold Camp Drive,Rancho Cordova,California,95670,154250,Office,1999,22054707.9,20177.96633,,15709.1,0%,0,77268469.2,91,Gold,"3101 Gold Camp Drive
Rancho Cordova, California 95670
(38.591474, -121.273057)"
CAL TRANS,California Department of Transportation,1397602,HUNTINGTON BEACH FIELD OFFICE,19601 Beach Blvd,Huntington Beach,California,92648,2880,Laboratory,1960,82157.4,,,34.4,0%,0,280321.1,,,"19601 Beach Blvd
Huntington Beach, California 92648
(33.678256, -117.988731)"
CADA,Capitol Area Development Authority,1259232,1601 16th ST ROOMING HOUSE APARTMENT COMPLEX 16TH STREET,1601 16th STREET,SACRAMENTO,California,95814,10000,Multifamily Housing,1957,,,,165,,,,,,"1601 16th STREET
SACRAMENTO, California 95814
(38.571168, -121.488234)"
DWR,Department of Water Resources,1299818,"SJFD, Lost Hills Operations and Maintenance Subcenter (E)(W)(G)",21139 Highway 46  ,Lost Hills,California,93249,30780,Office,1967,354512.1,6589.500239,,1732.8,0%,0,1868545.4,,,"21139 Highway 46
Lost Hills, California 93249
(35.616057, -119.694816)"
CAL FIRE,California Department of Forestry and Fire Protection,3940105,CSR-BEU Tularcitos FS 2014 E MPP,16650 Cachagua Rd,Carmel Valley,California,93923,,Fire Station,1982,12344.8,,,51.5,0%,0,,,,"16650 Cachagua Rd
Carmel Valley, California 93923
(36.445755, -121.683862)"
CAL FIRE,California Department of Forestry and Fire Protection,3940041,CNR-SHU Sugar Pine CC 2014 MEE no meter in ES Federal,15905 Sugar Pine Camp Rd.,Bella Vista,California,96008,,Fire Station,1992,,,,1923.8,,,,,,"15905 Sugar Pine Camp Rd.
Bella Vista, California 96008
(40.739697, -122.090937)"
CAL TRANS,California Department of Transportation,1386730,MILPITAS LANDSCAPE MAINTENANCE,115 DEMPSEY ROAD,MILPITAS,California,95035,1260,Other,1900,12121.3,347.399971,,361.3,0%,0,76097.8,,,"115 DEMPSEY ROAD
MILPITAS, California 95035
(37.433454, -121.886254)"
CAL TRANS,California Department of Transportation,1386596,AUBURN MAINTENANCE STATION,1050 GRASS VALLEY HWY,AUBURN,California,95603,7469,Other,1900,34086.4,5853.437426,,309.7,,0,,,,"1050 GRASS VALLEY HWY
AUBURN, California 95603
(38.920549, -121.082112)"
CAL FIRE,California Department of Forestry and Fire Protection,3940169,CSR-RRU Norco CC 2014 E Complete State-other,"3195 Western Ave. Norco, CA 92860",Norco,California,92860,,Fire Station,1899,,,,65.8,,,,,,"3195 Western Ave. Norco, CA 92860
Norco, California 92860
(33.927482, -117.576622)"
DPR,Department of Parks and Recreation,1383729,900 TULE ELK SR,8653 STATION RD,BUTTONWILLOW,California,93206,8960,Other,1959,,,,6413.4,,,,,,"8653 STATION RD
BUTTONWILLOW, California 93206
(35.333156, -119.344362)"
CAL FIRE,California Department of Forestry and Fire Protection,3940121,CSR-MMU Bass Lake (new station Batterson FFS ) FS 2014 E MPP Federal,38333 Road 223,Oakhurst,California,93644,,Fire Station,1899,43596.7,,,51.5,0%,0,,,,"38333 Road 223
Oakhurst, California 93644
(37.304071, -119.617746)"
CHP,California Highway Patrol,1337315,SANTA MARIA AREA,1710   CARLOTTI DR,SANTA MARIA,California,93454,9747,Office,1993,104151,486.4705694,,993.3,0%,0,404010.3,66,,"1710 CARLOTTI DR
SANTA MARIA, California 93454
(34.970421, -120.422247)"
CMD,California Military Department,3922170,Sylmar (State Owned),12860 Arroyo St.,Sylmar,California,91342,13959,Office,1962,34857.6,3020.821569,,647.7,0%,0,421016.5,,,"12860 Arroyo St.
Sylmar, California 91342
(34.29394, -118.412875)"
DAA,District Agricultural Association,1276469,"DAA 24-A, KINGS COUNTY FAIRGROUNDS",801  S 10TH AVE,HANFORD,California,93230,136745,Other,1960,,,,165,,,,,,"801 S 10TH AVE
HANFORD, California 93230
(36.316284, -119.636952)"
CHP,California Highway Patrol,1337449,LOGISTICAL FACILITY (SUPPLY SERV.),3350 REED AVENUE,SACRAMENTO,California,95609,46136,Office,1900,,20760.86077,,165,,,2076086.1,,,"3350 REED AVENUE
SACRAMENTO, California 95609
(38.592245, -121.555586)"
CAL FIRE,California Department of Forestry and Fire Protection,3940193,CSR-SLU Los Robles AAB 2014 E MNG - SoCal Gas shared 6-25-2015,3403 Taxiway A,Paso Robles,California,93446,,Fire Station,1899,60972,,,680,0%,0,,,,"3403 Taxiway A
Paso Robles, California 93446
(35.670148, -120.63859)"
SMMC,Santa Monica Mountains Conservancy ,3923837,Ramirez Canyon Park,"5750, 5775, 5800, 5802 Ramirez Canyon Road",Malibu,California,90265,20429,Office,1980,56960.4,2148.999923,,2434.2,0%,0,409249,,,"5750, 5775, 5800, 5802 Ramirez Canyon Road
Malibu, California 90265
(34.037893, -118.79351)"
CAL FIRE,California Department of Forestry and Fire Protection,3940222,CSR-TUU Springville (Bear Creek) FS 2014 E Complete,"35659 Hwy 190, Box 798",Springville,California,93265,,Fire Station,1899,,,,32,,,,,,"35659 Hwy 190, Box 798
Springville, California 93265
(36.130871, -118.817644)"
HCD,Housing and Community Development,1331103,WESTLEY MIGRANT CENTER,696 LIVINGSTON CIRCLE,WESTLEY,California,95387,71750,Other,1991,,9926.818156,,2755.1,,,,,,"696 LIVINGSTON CIRCLE
WESTLEY, California 95387
(37.542404, -121.201723)"
DMV,Department of Motor Vehicles,1207830,MOUNTAIN VIEW OFFICE BUILDING,595 SHOWERS DR,MOUNTAIN VIEW,California,94040,6610,Office,1900,95345,,,541.1,0%,0,,,,"595 SHOWERS DR
MOUNTAIN VIEW, California 94040
(37.400942, -122.108272)"
DPR,Department of Parks and Recreation,1383541,635 BENBOW LAKE SRA,5710 BENBOW DRIVE,GARBERVILLE,California,95542,4343,Other,1934,,,,224.3,,,,,,"5710 BENBOW DRIVE
GARBERVILLE, California 95542
(40.059386, -123.778942)"
DPR,Department of Parks and Recreation,1383615,910 EMMA WOOD SB,900 W MAIN ST,VENTURA,California,93001,861,Other,1981,28971.4,,,165,0%,0,98850.5,,,"900 W MAIN ST
VENTURA, California 93001
(34.282722, -119.314587)"
DPR,Department of Parks and Recreation,1388530,730 CASWELL MEMORIAL SP,28000 SOUTH AUSTIN ROAD,RIPON,California,95366,6779,Other - Recreation,1960,46952.4,,,4016,0%,0,160201.7,,,"28000 SOUTH AUSTIN ROAD
RIPON, California 95366
(37.696013, -121.184361)"
CLC,California Lottery Commission,1145650,DEMOLISHED (700 N. 10th Building D),700 N. Tenth St.,Sacramento,California,95814,155054,Office,1986,,,,165,,,,,,"700 N. Tenth St.
Sacramento, California 95814
(38.598648, -121.485506)"
DPR,Department of Parks and Recreation,1383705,660 BENECIA CAPITOL SHP,135 WEST G,BENICIA,California,94510,8519,Other,1850,,,,443.3,,,,,,"135 WEST G
BENICIA, California 94510
(38.050143, -122.159369)"
CAL FIRE,California Department of Forestry and Fire Protection,3940036,CNR-SCU Sweetwater FS - 2014 E P Complete ZZ,47625 Mines Rd.,Livermore,California,94550,,Fire Station,2007,,,132756,32,,,,,,"47625 Mines Rd.
Livermore, California 94550
(37.397099, -121.490981)"
CDFW,California Department of Fish and Wildlife,1382381,WARM SPRINGS FH,3333 SKAGGS SPRINGS RD,GEYSERVILLE,California,95441,5960,Other,1900,1146042.6,,,165,0%,0,3910297.8,,,"3333 SKAGGS SPRINGS RD
GEYSERVILLE, California 95441
(38.681247, -123.01655)"
CADA,Capitol Area Development Authority,1259236,1228 O STREET GIBSON ARMS,1228 O STREET,SACRAMENTO,California,95814,12000,Multifamily Housing,1939,10739,1407.249682,,165,0%,0,177366.4,,,"1228 O STREET
SACRAMENTO, California 95814
(38.573769, -121.492061)"
HCD,Housing and Community Development,1331090,HOLLISTER MIGRANT CENTER,3235 SOUTHSIDE ROAD,HOLLISTER,California,95023,59750,Other,1999,67933.7,8454.086699,,7101.3,0%,0,1077198.5,,,"3235 SOUTHSIDE ROAD
HOLLISTER, California 95023
(36.818292, -121.388103)"
CAL PERS,California Public Employee's Retirement System,3185498,400 R Street,400 R Street,Sacramento,California,95811,206944,Office,1995,3231099.6,3500.030891,,2670.6,0%,0,11374516.1,81,,"400 R Street
Sacramento, California 95811
(38.573507, -121.504794)"
CAL TRANS,California Department of Transportation,1387059,Camino Del Rio Maintenance Station,2915  S CAMINO DEL RIO,SAN DIEGO,California,92108,1222,Other - Services,1969,10863,426.3000559,,439.9,0%,0,79694.6,,,"2915 S CAMINO DEL RIO
SAN DIEGO, California 92108
(32.7722, -117.127935)"
CAL FIRE,California Department of Forestry and Fire Protection,3940085,CSR-BDU Devore FS 2014 E MPP,18365 Cajon Blvd,Dovore,California,92407,,Fire Station,1951,43386,,,51.5,0%,0,,,,"18365 Cajon Blvd
Dovore, California 92407
(34.221539, -117.403832)"
DPR,Department of Parks and Recreation,1383731,910 CARPINTERIA SB,590   OLIVE AVE,CARPINTERIA,California,93013,22444,Other,1960,,,,8511.3,,,,,,"590 OLIVE AVE
CARPINTERIA, California 93013
(34.393199, -119.518275)"
DPR,Department of Parks and Recreation,1388536,730 PACHECO STATE PARK,38787 DINOSAUR PT RD,HOLLISTER,California,95023,14847,Other,1920,,,,165,,,,,,"38787 DINOSAUR PT RD
HOLLISTER, California 95023
(37.065524, -121.217186)"
CAL TRANS,California Department of Transportation,1386871,WALNUT CREEK WEST MAINTENANCE STATION,2581 NORTH MAIN STREET,WALNUT CREEK,California,95496,5951,Other,1900,20363.1,561.4799782,,222.2,0%,0,125627,,,"2581 NORTH MAIN STREET
WALNUT CREEK, California 95496
(37.919062, -122.065129)"
DPR,Department of Parks and Recreation,1383505,690 FOLSOM LAKE SRA,7806 FOLSOM-AUBURN ROAD,FOLSOM,California,95630,59451,Other,1927,,,,23500.7,,,,,,"7806 FOLSOM-AUBURN ROAD
FOLSOM, California 95630
(38.708771, -121.171396)"
DPR,Department of Parks and Recreation,1388540,645 LAKE OROVILLE SRA,400 GLEN DRIVE,OROVILLE,California,95966,79200,Other,1857,,6594.125024,,165,,,,,,"400 GLEN DRIVE
OROVILLE, California 95966
(39.510461, -121.503414)"
DMV,Department of Motor Vehicles,1261947,REDLANDS OFFICE BUILDING,1659 WEST LUGONIA AVENUE,REDLANDS,California,92374,8660,Office,1900,143456.6,960.9999642,,1241.8,0%,0,585574.1,14,,"1659 WEST LUGONIA AVENUE
REDLANDS, California 92374
(34.070294, -117.21157)"
CAL FIRE,California Department of Forestry and Fire Protection,3940221,CSR-TUU Poso  CLOSED local gov,45656 Old Stage Rd.,Posey,California,93260,,Fire Station,1899,,,,32,,,,,,"45656 Old Stage Rd.
Posey, California 93260
(35.806438, -118.640315)"
CAL TRANS,California Department of Transportation,3928535,04 Fairfield Equipment Sub-shop,2019 West Texas,Fairfield,California,94533,5394,Other - Utility,1953,,5320.042097,,165,,,532004.2,,,"2019 West Texas
Fairfield, California 94533
(38.249303, -122.065462)"
CAL TRANS,California Department of Transportation,3928521,08 Ind Assurance Bldg,13970 Victoria St,Fontana,California,92336,13450,Other - Utility,2011,,,,165,,,,,,"13970 Victoria St
Fontana, California 92336
(34.128702, -117.494639)"
CDFW,California Department of Fish and Wildlife,2861919,SAN JOAQUIN RIVER ER,2020 E Birkhead Ave,Fresno,California,93720,6612,Other,1985,2066.7,,,71.6,0%,0,7051.5,,,"2020 E Birkhead Ave
Fresno, California 93720
(36.925228, -119.748198)"
CHP,California Highway Patrol,1337234,SOUTH SACRAMENTO AREA,6 MASSIE COURT,SACRAMENTO,California,95823,4795,Office,1900,214440.7,3525.368859,,172.8,0%,0,1084208.6,,,"6 MASSIE COURT
SACRAMENTO, California 95823
(38.475632, -121.420907)"
CAL FIRE,California Department of Forestry and Fire Protection,3940011,CNR-MEU Howard Forest/Mendocino UH/FS/ECC/HB 2014 E P Complete,17501 N Hwy 101,Willits,California,95490,,Fire Station,1961,300147,,1443939.9,1095.2,0%,0,2468041.6,,,"17501 N Hwy 101
Willits, California 95490
(39.351217, -123.322106)"
CHP,California Highway Patrol,1337223,MADERA AREA,3051 AIRPORT DRIVE,MADERA,California,93637,7235,Office,1900,97799.4,1344.225737,,255.3,0%,0,468114.3,42,,"3051 AIRPORT DRIVE
MADERA, California 93637
(36.994138, -120.106193)"
DPR,Department of Parks and Recreation,1388538,645 BIDWELL MANSION SHP,525 ESPLANADE,CHICO,California,95926,39266,Other,1868,43385.8,3501.968809,,3976.9,0%,0,498229.3,,,"525 ESPLANADE
CHICO, California 95926
(39.733387, -121.842893)"
CAL FIRE,California Department of Forestry and Fire Protection,3940149,CSR-MVU Flinn Springs FS 2014 E N Complete,9711 Flinn Springs Road,El Cajon,California,92021,,Fire Station,1958,15500.6,,,51.5,0%,0,,,,"9711 Flinn Springs Road
El Cajon, California 92021
(32.856428, -116.8575)"
CAL FIRE,California Department of Forestry and Fire Protection,3940106,CSR-BEU Bear Valley FS/HB 2014 E MPP,25820 Airline Hwy,Paicines,California,95043,,Fire Station,1949,59901.4,,,123,0%,0,,,,"25820 Airline Hwy
Paicines, California 95043
(36.586018, -121.195422)"
DOJ,Department of Justice,1259847,CENTRAL VALLEY FORENSIC LABORATORY,1306 HUGHES LANE,RIPON,California,95366,,Laboratory,2003,1249782.8,30099.96061,,3943,0%,0,7274255.4,,,"1306 HUGHES LANE
RIPON, California 95366
(37.742343, -121.137971)"
CAL TRANS,California Department of Transportation,3928643,Ward Road S/S,5345 W Escondido Cyn Rd,Acton,California,91350,2400,Other - Utility,1964,5861.4,,,165,0%,0,19999,,,"5345 W Escondido Cyn Rd
Acton, California 91350
(34.498613, -118.228222)"
CAL TRANS,California Department of Transportation,1386889,EQUIPMENT SHOP 03,981 NORTH BEALE ROAD,MARYSVILLE,California,95901,48983,Other,1900,190484.6,12681.95878,,208,,0,,,,"981 NORTH BEALE ROAD
MARYSVILLE, California 95901
(39.126565, -121.578653)"
